1,60976700,1.0
1,251952339,1.0
1,264835736,1.0
1,264835752,1.0
1,264836657,1.0
1,264836663,1.0
1,264836668,1.0
1,265241505,1.0
1,265241514,1.0
1,265818734,1.0
1,277675366,2.0
1,281455018,1.0
1,289532428,1.0
1,290565134,1.0
1,290565135,1.0
1,294156916,1.0
1,294156918,1.0
1,298347042,1.0
1,298997401,1.0
1,302963472,1.0
1,302963477,1.0
1,307829680,1.0
1,312677843,1.0
1,317182570,1.0
1,317182571,1.0
1,317316873,1.0
1,317316876,1.0
1,317316888,1.0
1,317316891,1.0
1,319105262,1.0
1,384759668,1.0
1,391020183,1.0
1,447574931,1.0
1,454212862,1.0
1,454212864,1.0
1,454212870,1.0
1,454360144,1.0
1,454368517,1.0
1,469759981,1.0
1,469759987,1.0
1,469760106,1.0
1,469760107,1.0
1,469760108,1.0
1,469760109,1.0
1,469760110,1.0
1,469760111,1.0
1,469760112,1.0
1,469760113,1.0
1,469760114,1.0
1,469760115,1.0
1,469760116,1.0
1,469760117,1.0
1,469760118,2.0
1,469760119,1.0
1,469760120,1.0
1,469760121,1.0
1,469760124,1.0
1,469760125,1.0
1,469760182,1.0
1,469760183,1.0
1,469760184,1.0
1,469760186,1.0
1,469760190,1.0
1,469760192,1.0
1,469760193,1.0
1,469760194,1.0
1,469760195,1.0
1,469760217,1.0
1,469760218,1.0
1,469760365,1.0
1,469760366,1.0
1,469760367,1.0
1,469760368,1.0
1,469760369,1.0
1,469760370,1.0
1,469760371,1.0
1,469760372,1.0
1,469760373,1.0
1,469760374,1.0
1,469760375,1.0
1,469760376,1.0
1,469760377,1.0
1,469760378,1.0
1,469760379,1.0
1,469760380,1.0
1,469760381,1.0
1,469760384,1.0
1,469760386,1.0
1,469760387,1.0
1,469760388,1.0
1,469760389,1.0
1,469760433,1.0
1,469760434,1.0
1,469760435,1.0
1,469760436,1.0
1,469760437,1.0
1,469760438,1.0
1,469760493,1.0
1,469760494,1.0
1,469760495,1.0
1,469760496,1.0
1,469760497,1.0
1,469760498,1.0
1,469760499,1.0
1,469760500,1.0
1,469760501,1.0
1,469760502,1.0
1,469760504,1.0
1,469760511,1.0
1,469760512,1.0
1,469760513,1.0
1,469760514,1.0
1,469760515,1.0
1,469760516,1.0
1,469760570,1.0
1,469760571,1.0
1,469760587,1.0
1,469760588,1.0
1,469760590,1.0
1,469760591,1.0
1,469760592,1.0
1,469760593,1.0
1,469760837,1.0
1,469760838,1.0
1,469760839,1.0
1,469760933,1.0
1,469760934,1.0
1,469760935,1.0
1,469760945,1.0
1,469760948,1.0
1,469760958,1.0
1,469760960,1.0
1,469760962,1.0
1,469760964,1.0
1,469760974,1.0
1,469760975,1.0
1,469760976,1.0
1,469761131,1.0
1,469761133,1.0
1,469761135,1.0
1,469761137,1.0
1,469761145,1.0
1,469761146,1.0
1,469761147,1.0
1,469761149,1.0
1,469761164,1.0
1,469761165,1.0
1,469761264,1.0
1,469761268,1.0
1,469761282,1.0
1,469761283,1.0
1,469761284,1.0
1,469761422,1.0
1,469761423,1.0
1,469761424,1.0
1,469761425,1.0
1,469761426,1.0
1,469761427,1.0
1,469761429,1.0
1,469761492,1.0
1,469761493,1.0
1,469761494,1.0
1,469761536,1.0
1,469761891,1.0
1,469761894,1.0
1,469762035,1.0
